date,quarter,team,smv,over_time,incentive,no_of_workers,actual_productivity,targeted_productivity
2015-01-11,Quarter2,2,28.08,3.0,1.0769230769230769,58.5,0.8,0.8
2015-01-11,Quarter2,10,28.08,3.0,0.6495726495726496,58.5,0.8,0.8
2015-01-11,Quarter2,3,19.87,1.9454545454545455,0.0,55.0,0.690182815,0.8
2015-01-11,Quarter2,11,12.52,3.0,0.5660377358490566,53.0,0.600229846,0.6
2015-01-11,Quarter2,4,50.48,3.0,0.0,58.0,0.473134796,0.8
2015-01-11,Quarter2,5,20.79,2.3333333333333335,0.0,57.0,0.452979626,0.6
2015-01-12,Quarter2,1,26.16,2.3220338983050848,1.271186440677966,59.0,0.850522167,0.8
2015-01-12,Quarter2,9,26.16,3.0,1.271186440677966,59.0,0.850502311,0.8
2015-01-12,Quarter2,7,25.9,3.0,1.0619469026548674,56.5,0.850136766,0.8
2015-01-12,Quarter2,8,25.9,3.0,1.0619469026548674,56.5,0.850136766,0.8
2015-01-12,Quarter2,3,19.87,3.0,0.0,55.0,0.800273829,0.8
2015-01-12,Quarter2,6,11.41,3.0,1.5873015873015872,31.5,0.800181818,0.8
2015-01-12,Quarter2,12,11.61,2.365079365079365,1.5873015873015872,31.5,0.80007657,0.8
2015-01-12,Quarter2,2,28.08,3.0,1.0769230769230769,58.5,0.8,0.8
2015-01-12,Quarter2,10,50.48,1.9743589743589745,0.7692307692307693,58.5,0.688557555,0.8
2015-01-12,Quarter2,5,20.79,2.389830508474576,0.0,59.0,0.650040783,0.65
2015-01-12,Quarter2,11,12.52,3.0,0.8301886792452831,53.0,0.64998056,0.65
2015-01-12,Quarter2,4,22.4,2.378640776699029,0.0,51.5,0.35063299,0.35
2015-01-13,Quarter2,1,26.16,3.0,1.271186440677966,59.0,0.850502311,0.8
2015-01-13,Quarter2,9,26.16,3.0,1.271186440677966,59.0,0.850502311,0.8
2015-01-13,Quarter2,8,25.9,3.0,1.0526315789473684,57.0,0.850252525,0.8
2015-01-13,Quarter2,7,25.9,3.0,1.0619469026548674,56.5,0.850136766,0.8
2015-01-13,Quarter2,6,11.61,3.0,1.5873015873015872,31.5,0.800246753,0.8
2015-01-13,Quarter2,12,11.61,3.0,1.5873015873015872,31.5,0.800246753,0.8
2015-01-13,Quarter2,2,28.08,3.0,0.8547008547008547,58.5,0.8,0.8
2015-01-13,Quarter2,3,42.27,3.0,0.9818181818181818,55.0,0.705576584,0.8
2015-01-13,Quarter2,11,27.13,3.0,0.6981132075471698,53.0,0.582301029,0.7
2015-01-13,Quarter2,5,20.79,3.0,0.0,58.0,0.526810345,0.7
2015-01-13,Quarter2,4,22.4,3.0,0.40707964601769914,56.5,0.500380799,0.5
2015-01-13,Quarter2,10,22.4,3.0,0.40707964601769914,56.5,0.35020649,0.35
2015-01-14,Quarter2,7,25.9,3.0,1.238938053097345,56.5,0.900144811,0.8
2015-01-14,Quarter2,9,26.16,3.0,1.271186440677966,59.0,0.850502311,0.8
2015-01-14,Quarter2,8,25.9,3.0,1.0619469026548674,56.5,0.850136766,0.8
2015-01-14,Quarter2,12,11.61,1.5714285714285714,1.5873015873015872,31.5,0.800313433,0.8
2015-01-14,Quarter2,6,11.61,3.0,1.2063492063492063,31.5,0.800246753,0.8
2015-01-14,Quarter2,1,26.16,3.0,1.0677966101694916,59.0,0.800117103,0.8
2015-01-14,Quarter2,5,20.79,2.103448275862069,0.0,58.0,0.700095563,0.7
2015-01-14,Quarter2,4,22.4,1.4912280701754386,0.40350877192982454,57.0,0.600369686,0.6
2015-01-14,Quarter2,10,22.4,1.0,0.40707964601769914,56.5,0.499980334,0.5
2015-01-14,Quarter2,11,14.61,2.1818181818181817,0.41818181818181815,55.0,0.35003125,0.35
2015-01-14,Quarter2,2,51.02,1.2456140350877194,0.47368421052631576,57.0,0.311207464,0.8
2015-01-15,Quarter3,1,26.16,3.0,1.271186440677966,59.0,0.850502311,0.8
2015-01-15,Quarter3,8,25.9,2.646017699115044,1.0619469026548674,56.5,0.850415628,0.8
2015-01-15,Quarter3,7,25.9,3.0,1.0619469026548674,56.5,0.850136766,0.8
2015-01-15,Quarter3,9,26.16,3.0,1.0677966101694916,59.0,0.800117103,0.8
2015-01-15,Quarter3,6,11.61,2.619047619047619,1.2063492063492063,31.5,0.80003139,0.8
2015-01-15,Quarter3,12,11.61,2.619047619047619,1.5873015873015872,31.5,0.80003139,0.8
2015-01-15,Quarter3,5,20.79,3.0,0.0,58.0,0.700060345,0.7
2015-01-15,Quarter3,3,22.52,3.0,0.5309734513274337,56.5,0.660683293,0.5
2015-01-15,Quarter3,4,22.52,3.0,0.4642857142857143,56.0,0.650130952,0.65
2015-01-15,Quarter3,10,22.52,3.0,0.40707964601769914,56.5,0.600291767,0.6
2015-01-15,Quarter3,11,14.89,3.0,0.5454545454545454,55.0,0.500025069,0.5
2015-01-15,Quarter3,2,22.94,3.0,0.42201834862385323,54.5,0.499998888,0.5
2015-01-17,Quarter3,6,11.41,3.0,2.0655737704918034,30.5,0.800343766,0.8
2015-01-17,Quarter3,12,11.61,3.0,2.0,31.5,0.800246753,0.8
2015-01-17,Quarter3,7,25.9,3.0,0.8849557522123894,56.5,0.800128721,0.8
2015-01-17,Quarter3,8,25.9,3.0,0.8849557522123894,56.5,0.800128721,0.8
2015-01-17,Quarter3,1,48.68,3.0,1.0677966101694916,59.0,0.800117103,0.8
2015-01-17,Quarter3,9,26.16,3.0,1.0677966101694916,59.0,0.800117103,0.8
2015-01-17,Quarter3,2,22.94,1.9380530973451326,0.40707964601769914,56.5,0.77011398,0.6
2015-01-17,Quarter3,4,22.52,3.0,0.8849557522123894,56.5,0.7005417,0.7
2015-01-17,Quarter3,10,22.52,3.0,0.6481481481481481,54.0,0.650198653,0.65
2015-01-17,Quarter3,3,22.52,3.0,0.5309734513274337,56.5,0.600291767,0.6
2015-01-17,Quarter3,11,14.89,3.0,0.6785714285714286,56.0,0.600273268,0.6
2015-01-17,Quarter3,5,41.19,3.0,0.3620689655172414,58.0,0.452012539,0.7
2015-01-18,Quarter3,6,11.41,3.0,2.0655737704918034,30.5,0.800343766,0.8
2015-01-18,Quarter3,7,48.84,3.0,0.8849557522123894,56.5,0.800128721,0.8
2015-01-18,Quarter3,8,25.9,3.0,0.672566371681416,56.5,0.800128721,0.8
2015-01-18,Quarter3,9,26.16,1.0338983050847457,0.847457627118644,59.0,0.800015009,0.8
2015-01-18,Quarter3,4,22.52,3.0,0.8849557522123894,56.5,0.7005417,0.7
2015-01-18,Quarter3,10,22.52,3.0,0.7142857142857143,56.0,0.700094156,0.7
2015-01-18,Quarter3,12,26.87,3.0,1.7777777777777777,31.5,0.662255892,0.8
2015-01-18,Quarter3,3,22.52,3.0,0.6194690265486725,56.5,0.650416734,0.65
2015-01-18,Quarter3,11,14.89,3.0,0.7719298245614035,57.0,0.650299575,0.65
2015-01-18,Quarter3,2,22.94,3.0,0.46017699115044247,56.5,0.650243497,0.65
2015-01-18,Quarter3,5,20.4,3.0,0.5172413793103449,58.0,0.600062696,0.6
2015-01-18,Quarter3,1,49.1,3.0,0.41739130434782606,57.5,0.403242161,0.8
2015-01-19,Quarter3,6,11.41,2.3548387096774195,1.6129032258064515,31.0,0.800358775,0.8
2015-01-19,Quarter3,8,25.9,1.0707964601769913,0.8849557522123894,56.5,0.800162602,0.8
2015-01-19,Quarter3,9,26.16,3.0,1.0677966101694916,59.0,0.800117103,0.8
2015-01-19,Quarter3,2,22.94,3.0,0.672566371681416,56.5,0.750517565,0.7
2015-01-19,Quarter3,4,22.52,3.0,1.105263157894737,57.0,0.750068049,0.7
2015-01-19,Quarter3,3,22.52,3.0,0.8849557522123894,56.5,0.750062751,0.7
2015-01-19,Quarter3,10,22.52,3.0,1.125,56.0,0.750057359,0.7
2015-01-19,Quarter3,11,14.89,3.0,0.8771929824561403,57.0,0.700170388,0.7
2015-01-19,Quarter3,5,20.4,2.3793103448275863,0.603448275862069,58.0,0.650066445,0.65
2015-01-19,Quarter3,7,48.84,3.0,0.5263157894736842,57.0,0.576460393,0.8
2015-01-19,Quarter3,1,22.94,3.0,0.5309734513274337,56.5,0.549969429,0.5
2015-01-19,Quarter3,12,15.26,3.0,0.6764705882352942,34.0,0.35021836,0.35
2015-01-20,Quarter3,6,11.41,3.0,2.032258064516129,31.0,0.800261486,0.8
2015-01-20,Quarter3,8,25.9,3.0,0.8849557522123894,56.5,0.800128721,0.8
2015-01-20,Quarter3,9,26.16,3.0,1.0677966101694916,59.0,0.800117103,0.8
2015-01-20,Quarter3,4,22.52,3.0,1.105263157894737,57.0,0.750068049,0.7
2015-01-20,Quarter3,10,22.52,3.0,1.125,56.0,0.750057359,0.7
2015-01-20,Quarter3,3,22.52,2.473684210526316,0.8771929824561403,57.0,0.750037968,0.7
2015-01-20,Quarter3,2,22.94,3.0,0.8771929824561403,57.0,0.750031898,0.7
2015-01-20,Quarter3,11,14.89,3.0,0.8771929824561403,57.0,0.700170388,0.7
2015-01-20,Quarter3,5,20.4,3.0,0.8771929824561403,57.0,0.700063796,0.7
2015-01-20,Quarter3,12,15.26,1.8235294117647058,0.6764705882352942,34.0,0.500290419,0.5
2015-01-20,Quarter3,7,22.94,3.0,0.5357142857142857,56.0,0.400332792,0.35
2015-01-21,Quarter3,4,22.52,3.0,1.6785714285714286,56.0,0.900556277,0.75
2015-01-21,Quarter3,6,11.61,1.0786516853932584,0.8426966292134831,89.0,0.850410511,0.8
2015-01-21,Quarter3,8,25.9,2.2035398230088497,0.672566371681416,56.5,0.800436542,0.8
2015-01-21,Quarter3,2,22.94,3.0701754385964914,1.0526315789473684,57.0,0.800415742,0.7
2015-01-21,Quarter3,10,22.52,3.0,1.3392857142857142,56.0,0.800020563,0.7
2015-01-21,Quarter3,5,20.4,3.0,0.8620689655172413,58.0,0.750344828,0.7
2015-01-21,Quarter3,3,22.52,3.0,1.105263157894737,57.0,0.750068049,0.7
2015-01-21,Quarter3,11,14.89,3.0,0.8771929824561403,57.0,0.700170388,0.7
2015-01-21,Quarter3,1,22.94,3.0,0.5964912280701754,57.0,0.700029771,0.65
2015-01-21,Quarter3,12,15.26,3.1176470588235294,0.6764705882352942,34.0,0.60017284,0.6
2015-01-21,Quarter3,9,54.56,1.1896551724137931,0.5,58.0,0.520237649,0.8
2015-01-21,Quarter3,7,22.52,3.0,0.4107142857142857,56.0,0.500241342,0.5
2015-01-22,Quarter4,4,22.52,3.0,1.4464285714285714,56.0,0.849983766,0.75
2015-01-22,Quarter4,2,22.94,3.1052631578947367,1.0526315789473684,57.0,0.800302791,0.7
2015-01-22,Quarter4,6,11.61,3.3125,1.96875,32.0,0.800191989,0.8
2015-01-22,Quarter4,10,22.52,3.0,0.9821428571428571,56.0,0.800020563,0.75
2015-01-22,Quarter4,1,22.94,3.56140350877193,1.105263157894737,57.0,0.750162367,0.7
2015-01-22,Quarter4,3,22.52,3.0,1.105263157894737,57.0,0.750068049,0.7
2015-01-22,Quarter4,5,20.4,3.0,0.6896551724137931,58.0,0.700250784,0.7
2015-01-22,Quarter4,11,14.89,3.0,0.8771929824561403,57.0,0.700170388,0.7
2015-01-22,Quarter4,12,15.26,3.411764705882353,0.6764705882352942,34.0,0.600436426,0.6
2015-01-22,Quarter4,7,22.52,3.0,0.40350877192982454,57.0,0.60041361,0.6
2015-01-22,Quarter4,8,40.99,3.1769911504424777,0.5309734513274337,56.5,0.555500132,0.8
2015-01-22,Quarter4,9,29.12,3.0,0.5172413793103449,58.0,0.500547544,0.5
2015-01-24,Quarter4,2,22.94,3.0,1.6491228070175439,57.0,0.90064806,0.75
2015-01-24,Quarter4,4,22.52,3.0,1.6491228070175439,57.0,0.900321106,0.75
2015-01-24,Quarter4,1,22.94,3.0,1.3157894736842106,57.0,0.800643806,0.7
2015-01-24,Quarter4,10,22.52,3.0,1.2321428571428572,56.0,0.80062987,0.75
2015-01-24,Quarter4,6,11.61,2.9375,1.96875,32.0,0.800537143,0.8
2015-01-24,Quarter4,3,22.52,3.0,1.2105263157894737,57.0,0.80035194,0.75
2015-01-24,Quarter4,12,15.26,3.0,1.1764705882352942,34.0,0.750079323,0.75
2015-01-24,Quarter4,11,42.97,3.0,0.9824561403508771,57.0,0.750041201,0.75
2015-01-24,Quarter4,5,20.4,3.0,0.8620689655172413,58.0,0.700250784,0.7
2015-01-24,Quarter4,7,22.52,3.0,0.46017699115044247,56.5,0.650416734,0.65
2015-01-24,Quarter4,9,29.12,1.9137931034482758,0.39655172413793105,58.0,0.600125217,0.6
2015-01-24,Quarter4,8,15.09,3.0,0.4423076923076923,52.0,0.34998951,0.35
2015-01-25,Quarter4,4,22.52,3.0,1.6491228070175439,57.0,0.900321106,0.75
2015-01-25,Quarter4,2,22.94,3.0,1.3846153846153846,58.5,0.850223776,0.75
2015-01-25,Quarter4,1,22.94,3.0,1.2820512820512822,58.5,0.800909609,0.7
2015-01-25,Quarter4,3,22.52,3.0,0.9565217391304348,57.5,0.800513307,0.75
2015-01-25,Quarter4,6,11.61,3.0,1.96875,32.0,0.800386364,0.8
2015-01-25,Quarter4,10,22.52,3.0,1.2321428571428572,56.0,0.800020563,0.75
2015-01-25,Quarter4,7,22.52,3.0,0.7079646017699115,56.5,0.7005417,0.7
2015-01-25,Quarter4,12,15.26,3.0,1.1764705882352942,34.0,0.70043672,0.7
2015-01-25,Quarter4,5,20.4,3.0,0.8620689655172413,58.0,0.700250784,0.7
2015-01-25,Quarter4,9,29.12,3.0,0.4482758620689655,58.0,0.650407524,0.65
2015-01-25,Quarter4,11,42.97,3.0,0.7017543859649122,57.0,0.59114168,0.75
2015-01-25,Quarter4,8,15.09,0.23076923076923078,0.4423076923076923,52.0,0.500061916,0.5
2015-01-26,Quarter4,4,22.52,3.0,1.0619469026548674,56.5,0.850312684,0.8
2015-01-26,Quarter4,6,11.61,3.0,1.5625,32.0,0.800386364,0.8
2015-01-26,Quarter4,3,22.52,3.0,1.2105263157894737,57.0,0.80035194,0.75
2015-01-26,Quarter4,2,22.94,3.0,0.9649122807017544,57.0,0.800034024,0.75
2015-01-26,Quarter4,1,22.94,3.0,1.0344827586206897,58.0,0.800023511,0.7
2015-01-26,Quarter4,10,22.52,3.0,0.9821428571428571,56.0,0.800020563,0.75
2015-01-26,Quarter4,5,20.4,2.9655172413793105,0.9655172413793104,58.0,0.750031447,0.75
2015-01-26,Quarter4,9,29.12,3.0,0.6896551724137931,58.0,0.70061442,0.7
2015-01-26,Quarter4,12,15.26,3.0,1.1764705882352942,34.0,0.70043672,0.7
2015-01-26,Quarter4,8,15.09,0.11538461538461539,0.4423076923076923,52.0,0.600143365,0.6
2015-01-26,Quarter4,11,28.08,3.0,0.40350877192982454,57.0,0.350066986,0.35
2015-01-27,Quarter4,2,22.52,2.0,2.087719298245614,57.0,1.000230409,0.75
2015-01-27,Quarter4,3,22.52,2.0,2.087719298245614,57.0,1.000230409,0.75
2015-01-27,Quarter4,10,22.52,2.0,1.25,56.0,0.900129762,0.8
2015-01-27,Quarter4,4,22.52,2.0,1.0619469026548674,56.5,0.850312684,0.8
2015-01-27,Quarter4,1,22.94,2.0,0.9482758620689655,58.0,0.800263218,0.75
2015-01-27,Quarter4,9,29.12,2.0,0.8620689655172413,58.0,0.700386207,0.7
2015-01-27,Quarter4,12,15.26,2.0,1.1764705882352942,34.0,0.700164706,0.7
2015-01-27,Quarter4,8,15.09,0.07692307692307693,0.4423076923076923,52.0,0.650307143,0.65
2015-01-27,Quarter4,6,30.4,2.0,1.0625,32.0,0.622828125,0.8
2015-01-27,Quarter4,5,20.79,2.0,0.5172413793103449,58.0,0.500035345,0.5
2015-01-27,Quarter4,11,48.18,2.0,0.42592592592592593,54.0,0.37046657,0.5
2015-01-28,Quarter4,2,22.52,2.0,1.5789473684210527,57.0,1.000230409,0.8
2015-01-28,Quarter4,3,22.52,2.0,1.9824561403508771,57.0,1.000230409,0.8
2015-01-28,Quarter4,10,22.52,2.0,1.0714285714285714,56.0,0.850532143,0.8
2015-01-28,Quarter4,1,22.94,2.0,1.396551724137931,58.0,0.850362069,0.75
2015-01-28,Quarter4,5,20.79,2.0,1.5172413793103448,58.0,0.800534483,0.6
2015-01-28,Quarter4,4,22.52,2.0,0.8849557522123894,56.5,0.800489676,0.8
2015-01-28,Quarter4,9,29.12,2.0,1.0862068965517242,58.0,0.750593103,0.7
2015-01-28,Quarter4,12,15.26,1.7142857142857142,1.2857142857142858,35.0,0.750283333,0.75
2015-01-28,Quarter4,11,20.1,1.8148148148148149,0.8518518518518519,54.0,0.500567308,0.5
2015-01-28,Quarter4,8,38.09,2.0,0.0,52.0,0.467693269,0.7
2015-01-28,Quarter4,6,18.79,0.9375,0.71875,32.0,0.437995338,0.35
2015-01-28,Quarter4,7,23.54,2.0,0.0,55.0,0.285333333,0.6
2015-01-29,Quarter5,2,22.52,2.0,1.9824561403508771,57.0,1.000230409,0.8
2015-01-29,Quarter5,3,22.52,2.0,1.7543859649122806,57.0,0.950185965,0.8
2015-01-29,Quarter5,4,22.52,2.0,1.5304347826086957,57.5,0.9008,0.8
2015-01-29,Quarter5,10,22.52,2.0,1.5714285714285714,56.0,0.900129762,0.8
2015-01-29,Quarter5,1,22.94,2.0,1.396551724137931,58.0,0.850362069,0.75
2015-01-29,Quarter5,9,29.12,2.0,0.9137931034482759,58.0,0.850170115,0.7
2015-01-29,Quarter5,5,20.79,2.0,1.3728813559322033,59.0,0.800473729,0.65
2015-01-29,Quarter5,12,15.26,2.0,1.2857142857142858,35.0,0.750646667,0.75
2015-01-29,Quarter5,11,20.1,1.411764705882353,0.9019607843137255,51.0,0.60059761,0.6
2015-01-29,Quarter5,6,18.79,2.0,0.696969696969697,33.0,0.500117677,0.5
2015-01-29,Quarter5,7,23.54,2.0,0.0,55.0,0.48792,0.65
2015-01-31,Quarter5,3,22.52,2.0,1.9482758620689655,58.0,1.000457471,0.8
2015-01-31,Quarter5,2,22.52,2.0,1.9824561403508771,57.0,1.000230409,0.8
2015-01-31,Quarter5,10,22.52,2.0,1.6607142857142858,56.0,0.920236905,0.8
2015-01-31,Quarter5,4,22.52,1.9304347826086956,1.5304347826086957,57.5,0.900537069,0.8
2015-01-31,Quarter5,9,29.12,2.0,1.4210526315789473,57.0,0.850610526,0.75
2015-01-31,Quarter5,1,22.94,2.0,1.396551724137931,58.0,0.850362069,0.75
